"TABLE_NAME","COLUMN_NAME"
"account_invoice_item","on_demand_cost"
"account_invoice_item","cost_team"
"account_invoice_item","config"
"account_invoice_item","cost_project"
"account_invoice_item","ref_type"
"account_invoice_item","procut_name"
"account_invoice_item","usage_category"
"account_invoice_item","last_invoice_sync_timestamp"
"account_invoice_item","item_term"
"account_invoice_item","item_rate"
"account_invoice_item","rate_class"
"account_invoice_item","amortized_cost"
"account_invoice_item","usage_type"
"account_invoice_item","item_type"
"account_invoice_item","database_engine"
"account_invoice_item","usage_service"
"account_invoice_item","external_id"
"account_invoice_item","ref_category"
"account_invoice_item","item_name"
"account_invoice_item","tenancy"
"account_invoice_item","item_price"
"account_invoice_item","item_seller"
"account_invoice_item","last_updated"
"account_invoice_item","purchase_option"
"account_invoice_item","rate_id"
"account_invoice_item","unique_id"
"account_invoice_item","cost_environment"
"account_invoice_item","item_cost"
"account_invoice_item","product_id"
"account_invoice_item","availability_zone"
"account_invoice_item","end_date"
"account_invoice_item","rate_unit"
"account_invoice_item","start_date"
"account_invoice_item","rate_term"
"account_invoice_item","billing_entity"
"account_invoice_item","ref_id"
"account_invoice_item","product_code"
"account_invoice_item","item_description"
"account_invoice_item","invoice_id"
"account_invoice_item","operating_system"
"account_invoice_item","tax_type"
"account_invoice_item","raw_data"
"account_invoice_item","rate_external_id"
"account_invoice_item","region_code"
"account_invoice_item_record","id"
"account_invoice_item_record","start_date"
"account_invoice_item_record","date_created"
"account_invoice_item_record","last_updated"
"account_invoice_item_record","invoice_item_id"
"account_invoice_item_record","raw_data"
"account_invoice_item_record","end_date"
"account_invoice_metadata_tag","account_invoice_metadata_id"
"account_invoice_metadata_tag","metadata_tag_id"
"account_key_pair","id"
"account_key_pair","editable"
"account_key_pair","internal_id"
"account_key_pair","date_created"
"account_key_pair","provider_id"
"account_key_pair","sync_source"
"account_key_pair","code"
"account_key_pair","ref_name"
"account_key_pair","key_available"
"account_key_pair","item_source"
"account_key_pair","uuid"
"account_key_pair","last_updated"
"account_key_pair","key_encoding"
"account_key_pair","config"
"account_key_pair","key_format"
"account_key_pair","private_key"
"account_key_pair","key_loaded"
"account_key_pair","ref_type"
"account_key_pair","scope"
"account_key_pair","integration_id"
"account_key_pair","ref_id"
"account_key_pair","passphrase"
"account_key_pair","name"
"account_key_pair","public_key"
"account_key_pair","category"
"account_key_pair","expire_date"
"account_key_pair","account_id"
"account_key_pair","key_path"
"account_key_pair","enabled"
"account_key_pair","external_id"
"account_key_pair","public_fingerprint"
"account_key_pair","region_code"
"account_namespace","id"
"account_namespace","internal_id"
"account_namespace","visibility"
"account_namespace","date_created"
"account_namespace","code"
"account_namespace","last_updated"
"account_namespace","parent_id"
"account_namespace","unique_id"
"account_namespace","owner_id"
"account_namespace","config"
"account_namespace","ref_type"
"account_namespace","integration_id"
"account_namespace","ref_id"
"account_namespace","name"
"account_namespace","account_id"
"account_namespace","category"
"account_namespace","enabled"
"account_namespace","external_id"
"account_price","id"
"account_price","date_created"
"account_price","code"
"account_price","last_updated"
"account_price","active"
"account_price","name"
"account_price","cross_cloud_apply"
"account_price","account_id"
"account_price","category"
"account_price","system_created"
"account_price_history","id"
"account_price_history","incur_charges"
"account_price_history","date_created"
"account_price_history","code"
"account_price_history","volume_type_id"
"account_price_history","price"
"account_price_history","last_updated"
"account_price_history","active"
"account_price_history","updated_by"
"account_price_history","platform"
"account_price_history","markup_type"
"account_price_history","account_price_id"
"account_price_history","custom_price"
"account_price_history","resource_type"
"account_price_history","end_date"
"account_price_history","software_or_service"
"account_price_history","start_date"
"account_price_history","currency"
"account_price_history","datastore_id"
"account_price_history","markup_percent"
"account_price_history","markup"
"account_price_history","price_unit"
"account_price_history","price_type"
"account_price_history","match_value"
"account_price_history","created_by"
"account_price_history","cost"
"account_price_history","price_tier"
"account_price_set","id"
"account_price_set","date_created"
"account_price_set","code"
"account_price_set","last_updated"
"account_price_set","active"
"account_price_set","updated_by"
"account_price_set","zone_id"
"account_price_set","price_unit"
"account_price_set","name"
"account_price_set","zone_pool_id"
"account_price_set","type"
"account_price_set","account_id"
"account_price_set","created_by"
"account_price_set","system_created"
"account_price_set","region_code"
"account_price_set_price","id"
"account_price_set_price","start_date"
"account_price_set_price","account_price_set_id"
"account_price_set_price","price_id"
"account_price_set_price","end_date"
"account_resource","id"
"account_resource","internal_id"
"account_resource","display_order"
"account_resource","layout_name"
"account_resource","updated_by_id"
"account_resource","region_id"
"account_resource","resource_spec_id"
"account_resource","date_created"
"account_resource","config_tags"
"account_resource","ref_name"
"account_resource","admin_username"
"account_resource","iac_type"
"account_resource","app_version"
"account_resource","uuid"
"account_resource","server_name"
"account_resource","created_by_id"
"account_resource","updated_by"
"account_resource","parent_ref_name"
"account_resource","resource_size"
"account_resource","api_port"
"account_resource","config_id"
"account_resource","config"
"account_resource","max_cpu"
"account_resource","resource_version"
"account_resource","hourly_cost"
"account_resource","max_cores"
"account_resource","service_path"
"account_resource","layout_id"
"account_resource","display_name"
"account_resource","plan_id"
"account_resource","status_message"
"account_resource","user_id"
"account_resource","site_id"
"account_resource","private_key"
"account_resource","service_username"
"account_resource","resource_key"
"account_resource","service_port"
"account_resource","ref_type"
"account_resource","locked"
"account_resource","resource_icon"
"account_resource","config_group"
"account_resource","iac_key"
"account_resource","status_percent"
"account_resource","hostname"
"account_resource","container_name"
"account_resource","name"
"account_resource","network_domain_id"
"account_resource","resource_pool_id"
"account_resource","service_id"
"account_resource","parent_ref_id"
"account_resource","parent_ref_type"
"account_resource","api_key"
"account_resource","zone_name"
"account_resource","status_date"
"account_resource","resource_context"
"account_resource","internal_ip"
"account_resource","external_id"
"account_resource","status_eta"
"account_resource","service_mode"
"account_resource","iac_id"
"account_resource","max_memory"
"account_resource","ref_category"
"account_resource","container_id"
"account_resource","site_name"
"account_resource","code"
"account_resource","iac_provider"
"account_resource","tags"
"account_resource","last_updated"
"account_resource","spec_data"
"account_resource","server_group_name"
"account_resource","user_name"
"account_resource","unique_id"
"account_resource","config_role"
"account_resource","owner_id"
"account_resource","iac_index"
"account_resource","service_url"
"account_resource","service_password"
"account_resource","running_multiplier"
"account_resource","resource_type"
"account_resource","config_enabled"
"account_resource","iac_name"
"account_resource","instance_name"
"account_resource","zone_id"
"account_resource","config_settings"
"account_resource","admin_port"
"account_resource","server_id"
"account_resource","state_data"
"account_resource","user_status"
"account_resource","plan_name"
"account_resource","hourly_price"
"account_resource","ref_id"
"account_resource","error_message"
"account_resource","server_group_id"
"account_resource","instance_id"
"account_resource","service_host"
"account_resource","cores_per_socket"
"account_resource","type_id"
"account_resource","resource_pool_name"
"account_resource","category"
"account_resource","created_by"
"account_resource","external_ip"
"account_resource","admin_password"
"account_resource","status"
"account_resource","raw_data"
"account_resource","enabled"
"account_resource","description"
"account_resource","config_command"
"account_resource","config_ref_id"
"account_resource","max_storage"
"account_resource_metadata_tag","account_resource_metadata_id"
"account_resource_metadata_tag","metadata_tag_id"
"account_resource_type","id"
"account_resource_type","costing_code"
"account_resource_type","display_order"
"account_resource_type","code"
"account_resource_type","iac_type"
"account_resource_type","iac_provider"
"account_resource_type","is_plugin"
"account_resource_type","has_costing"
"account_resource_type","default_type"
"account_resource_type","iac_provider_type"
"account_resource_type","api_category"
"account_resource_type","resource_type"
"account_resource_type","resource_version"
"account_resource_type","display_name"
"account_resource_type","morpheus_type"
"account_resource_type","root_type"
"account_resource_type","resource_icon"
"account_resource_type","name"
"account_resource_type","costing_type"
"account_resource_type","type"
"account_resource_type","api_type"
"account_resource_type","category"
"account_resource_type","provision_code"
"account_resource_type","enabled"
"account_resource_type","description"
"account_setting","id"
"account_setting","internal_id"
"account_setting","visibility"
"account_setting","role_id"
"account_setting","date_created"
"account_setting","code"
"account_setting","last_updated"
"account_setting","config"
"account_setting","user_id"
"account_setting","ref_type"
"account_setting","ref_id"
"account_setting","name"
"account_setting","value"
"account_setting","account_id"
"account_setting","category"
"account_setting","default_setting"
"account_setting","enabled"
"account_setting","description"
"account_setting","external_id"
"account_type","id"
"account_type","date_created"
"account_type","code"
"account_type","last_updated"
"account_type","active"
"account_type","updated_by"
"account_type","discount_percent"
"account_type","currency"
"account_type","markup_percent"
"account_type","markup"
"account_type","name"
"account_type","discount"
"account_type","created_by"
"account_type","charged"
"account_usage","id"
"account_usage","zone_code"
"account_usage","refuuid"
"account_usage","plan_ref_type"
"account_usage","site_name"
"account_usage","ref_name"
"account_usage","server_name"
"account_usage","server_unique_id"
"account_usage","server_external_id"
"account_usage","parent_ref_name"
"account_usage","config"
"account_usage","end_date"
"account_usage","hourly_cost"
"account_usage","siteuuid"
"account_usage","zone_id"
"account_usage","start_date"
"account_usage","plan_id"
"account_usage","user_id"
"account_usage","site_id"
"account_usage","server_id"
"account_usage","created_by_user_id"
"account_usage","ref_count"
"account_usage","ref_type"
"account_usage","hourly_price"
"account_usage","created_by_user"
"account_usage","ref_id"
"account_usage","server_resource_pool_name"
"account_usage","server_internal_id"
"account_usage","serveruuid"
"account_usage","accountuuid"
"account_usage","end_user_id"
"account_usage","site_code"
"account_usage","parent_ref_id"
"account_usage","node_format"
"account_usage","parent_ref_type"
"account_usage","zoneuuid"
"account_usage","status"
"account_usage","parent_refuuid"
"account_usage","zone_name"
"account_usage","account_id"
"account_usage","enabled"
"account_usage","server_resource_pool_id"
"account_usage_metadata_tag","account_usage_metadata_id"
"account_usage_metadata_tag","metadata_tag_id"
"address_book","id"
"address_book","filter_id"
"address_book","date_created"
"address_book","code"
"address_book","context"
"address_book","filter_type"
"address_book","last_updated"
"address_book","reference_type"
"address_book","name"
"address_book","reference_id"
"address_book","description"
"address_book_entry","id"
"address_book_entry","filter_id"
"address_book_entry","address_book_id"
"address_book_entry","filter_type"
"address_book_entry","recipient_id"
"agent_version","id"
"agent_version","available"
"agent_version","md5sum"
"agent_version","publish_date"
"agent_version","num_downloads"
"agent_version","filename"
"agent_version","build_version"
"alert_rule","id"
"alert_rule","date_created"
"alert_rule","all_groups"
"alert_rule","all_checks"
"alert_rule","last_updated"
"alert_rule","active"
"alert_rule","min_duration"
"alert_rule","check_type"
"alert_rule","min_severity"
"alert_rule","name"
"alert_rule","account_id"
"alert_rule","created_by_id"
"alert_rule","all_apps"
"alert_rule","user_scoped"
"alert_rule_monitor_app","alert_rule_apps_id"
"alert_rule_monitor_app","monitor_app_id"
"alert_rule_monitor_check","alert_rule_checks_id"
"alert_rule_monitor_check","monitor_check_id"
"alert_rule_monitor_check_group","alert_rule_check_groups_id"
"alert_rule_monitor_check_group","monitor_check_group_id"
"analytics_job_record","id"
"analytics_job_record","job_cron"
"analytics_job_record","next_execution"
"analytics_job_record","date_created"
"analytics_job_record","last_execution"
"analytics_job_record","last_updated"
"analytics_job_record","job_name"
"analytics_type","id"
"analytics_type","display_order"
"analytics_type","parent_code"
"analytics_type","tenant_only"
"analytics_type","data_method"
"analytics_type","code"
"analytics_type","data_service"
"analytics_type","is_plugin"
"analytics_type","master_only"
"analytics_type","title"
"analytics_type","supports_all_zone_types"
"analytics_type","name"
"analytics_type","category"
"analytics_type","owner_only"
"analytics_type","data_view"
"analytics_type","enabled"
"analytics_type","description"
"analytics_type_compute_zone_type","analytics_type_supported_zone_types_id"
"analytics_type_compute_zone_type","compute_zone_type_id"
"app","id"
"app","internal_id"
"app","removal_date"
"app","template_id"
"app","date_created"
"app","state_info"
"app","app_version"
"app","resource_pool_id"
"app","uuid"
"app","updated_by_id"
"app","config"
"app","template_type_id"
"app","hourly_cost"
"app","status_message"
"app","status_percent"
"app","name"
"app","auto_validate"
"app","firewall_enabled"
"app","status_date"
"app","app_status"
"app","external_id"
"app","status_eta"
"app","tags"
"app","working_path"
"app","last_updated"
"app","app_config"
"app","iac_drift"
"app","auto_provision"
"app","running_multiplier"
"app","hourly_price"
"app","error_message"
"app","chain_id"
"app","account_id"
"app","created_by_id"
"app","app_context"
"app","site_id"
"app","description"
"app","server_group_id"
"app_account_resource","app_resources_id"
"app_account_resource","account_resource_id"
"app_deploy","id"
"app_deploy","date_created"
"app_deploy","last_updated"
"app_deploy","deploy_date"
"app_deploy","config"
"app_deploy","deployment_version_id"
"app_deploy","created_by_id"
"app_deploy","status"
"app_deploy","instance_id"
"app_group","id"
"app_group","date_created"
"app_group","last_updated"
"app_group","name"
"app_group","account_id"
"app_group","config"
"app_group","description"
"app_group_app","app_group_apps_id"
"app_group_app","app_id"
"app_instance","id"
"app_instance","app_id"
"app_instance","app_version"
"app_instance","tier_id"
"app_instance","instance_id"
"app_instance","config"
"app_label","app_labels_id"
"app_label","label_id"
"app_resource_spec","app_specs_id"
"app_resource_spec","resource_spec_id"
